,County,Year,ShelterID,BusName,City,Zip,License Type,DogSold,PupSold,CatSold,KitSold,ExoticSold,BegInvDog,DogRec,DogAdopt,DogReclaim,DogEuth,EndInvDogs,BegInvCat,CatRec,CatsAdopt,CatsReclaim,CatEuth,EndInvCats,BegInvOther,OtherRec,OtherAdopt,OtherReclaim,OtherEuth,EndInvOther,AllRec,AllAdopt,AllReclaim,AllEuth
0,Adams,2012,5531,Adams County Animal Shelter,Quincy,62305,Animal Control,,,,,,0,140,81,59,1,0,0,1,1,,,0,0,1,,1,,0,142,82,60,1
1,Adams,2010,5531,Adams County Animal Shelter,Quincy,62305,Animal Control,,,,,,,295,223,65,7,,,26,26,0,0,,,10,4,1,5,,331,253,66,12
2,Adams,2011,5531,Adams County Animal Shelter,Quincy,62305,Animal Control,,,,,,0,250,147,95,8,0,0,7,6,0,1,0,0,10,1,0,9,,267,154,95,18
3,Adams,2014,5531,Adams County Animal Shelter,Quincy,62305,Animal Control,,,,,,0,184,65,86,9,0,0,12,12,,,0,0,1,1,,,0,197,78,86,9
4,Adams,2012,13357,City of Quincy Animal Shelter,Quincy,62301,Animal Control,,,,,,,563,245,265,53,,,460,272,21,167,,,6,4,0,2,,1029,521,286,222
5,Adams,2010,13357,City of Quincy Animal Shelter,Quincy,62301,Animal Control,,,,,,,531,266,265,141,,,757,85,24,648,,,29,27,0,2,,1317,378,289,791
6,Adams,2011,13357,City of Quincy Animal Shelter,Quincy,62301,Animal Control,,,,,,,907,385,386,136,,,851,284,33,534,,,14,8,0,6,,1772,677,419,676
7,Adams,2012,13814,Homeward Bound Waggin' Inc.,Quincy,62301,Animal Shelter,,,,,,0,,,0,,,0,,,0,,,,,,,,,0,0,0,0
8,Adams,2012,5700,Quincy Humane Society,Quincy,62305,Animal Shelter,,,,,,24,486,5,0,5,35,24,316,264,,21,50,0,,,,,,802,269,0,26
9,Adams,2010,5700,Quincy Humane Society,Quincy,62305,Animal Shelter,,,,,,,593,253,4,4,,,347,321,0,27,,,26,25,0,1,,966,599,4,32
10,Adams,2011,5700,Quincy Humane Society,Quincy,62305,Animal Shelter,,,,,,32,594,575,4,4,36,31,347,321,0,27,32,32,37,34,0,1,3,978,930,4,32
11,Adams,2012,14089,Quincy K-9 Connection,Quincy,62305,Animal Shelter,,,,,,53,,,,,,,,,,,,,,,,,,0,0,0,0
12,Adams,2010,14089,Quincy K-9 Connection,Quincy,62305,Animal Shelter,,,,,,,24,,,,,,,,,,,,,,,,,24,0,0,0
13,Adams,2011,14089,Quincy K-9 Connection,Quincy,62305,Animal Shelter,,,,,,42,,,,,,,,,,,,,,,,,,0,0,0,0
14,Adams,2014,14527,Homeward Bound Waggin' Inc.,Quincy,62301,Animal Shelter,0,0,0,0,0,0,255,16,1,1,5,0,91,10,12,1,6,0,0,0,0,0,0,346,26,13,2
15,Adams,2013,13357,City of Quincy Animal Shelter,Quincy,62301,,,,,,,,516,232,243,41,,,503,180,13,310,,,15,7,1,7,,1034,419,257,358
16,Adams,2013,5531,Adams County Animal Shelter,Quincy,62305,Animal Control,,,,,,0,161,68,86,7,0,0,2,2,,,0,0,,,,,0,163,70,86,7
17,Adams,2013,13814,Homeward Bound Waggin' Inc.,Quincy,62301,Animal Shelter,0,0,0,0,0,0,242,0,0,0,0,0,77,0,0,0,77,0,0,0,0,0,0,319,0,0,0
18,Adams,2014,5700,Quincy Humane Society,Quincy,62305,Animal Shelter,,,,,,27,427,408,0,3,43,34,384,374,,24,17,0,,,,,,811,782,0,27
19,Adams,2013,5700,Quincy Humane Society,Quincy,62305,Animal Shelter,,,,,,27,402,409,0,2,27,24,364,323,0,26,34,0,,,,,,766,732,0,28
20,Adams,2014,14089,Quincy K-9 Connection,Quincy,62305,Animal Shelter,,,,,,48,,,,,,,,,,,,,,,,,,0,0,0,0
21,Adams,2013,14089,Quincy K-9 Connection,Quincy,62305,Animal Shelter,,,,,,61,,,,,,,,,,,,,,,,,,0,0,0,0
22,Adams,2014,14527,Homeward Bound Waggin' Inc.,Quincy,62301,Animal Shelter,0,0,0,0,0,0,255,16,1,1,5,0,91,10,12,1,6,0,0,0,0,0,0,346,26,13,2
23,Adams,2014,14089,Quincy K-9 Connection,Quincy,62305-4723,Animal Shelter,,,,,,48,,,,,,,,,,,,,,,,,,0,0,0,0
24,Adams,2014,5700,Quincy Humane Society,Quincy,62301-3318,Animal Shelter,,,,,,27,427,408,0,3,43,34,384,374,,24,17,0,,,,,,811,782,0,27
25,Adams,2014,5531,Adams County Animal Shelter,Quincy,62305-7666,Animal Control Facility,,,,,,0,184,65,86,9,0,0,12,12,,,0,0,1,1,,,0,197,78,86,9
26,Adams,2014,13357,City of Quincy Animal Shelter,Quincy,62301-3306,Animal Shelter & Animal Control Facility,,,,,,,524,234,238,52,,,529,186,28,315,,,7,5,0,2,,1060,425,266,369
27,Adams,2014,13357,City of Quincy Animal Shelter,Quincy,62301,Animal Control,,,,,,,524,234,238,52,,,529,186,28,315,,,7,5,0,2,,1060,425,266,369
28,Adams,2013,13814,Homeward Bound Waggin' Inc.,Quincy,62301,Animal Shelter,0,0,0,0,0,0,242,0,0,0,0,0,77,0,0,0,77,0,0,0,0,0,0,319,0,0,0
29,Adams,2013,5700,Quincy Humane Society,Quincy,62305,Animal Shelter,,,,,,27,402,409,0,2,27,24,364,323,0,26,34,0,,,,,,766,732,0,28
30,Adams,2013,14089,Quincy K-9 Connection,Quincy,62305,Animal Shelter,,,,,,61,,,,,,,,,,,,,,,,,,0,0,0,0
31,Alexander,2010,5629,Cairo Animal Control,Cairo,62914,Animal Control,,,,,,,30,0,0,30,,,0,0,0,0,,,0,0,0,0,,30,0,0,30
32,Bond,2012,12864,Bond County Humane Society,Greenville,62246,Animal Shelter,,,,,,,,,,,,76,61,75,1,12,47,,,,,,,61,75,1,12
33,Bond,2012,14187,Bond County Humane Society,Greenville,62246,Animal Shelter,,,,,,11,43,44,0,0,10,,,,,,,,,,,,,43,44,0,0
34,Bond,2010,12864,Bond County Humane Society,Greenville,62246,Animal Shelter,,,,,,,,,,,,,61,52,0,4,,,,,,,,61,52,0,4
35,Bond,2010,13001,Bond County Humane Society,Greenville,62246,Animal Shelter,,,,,,,46,46,0,0,,,,,,,,,,,,,,46,46,0,0
36,Bond,2011,14187,Bond County Humane Society,Greenville,62246,Animal Shelter,,,,,,2,62,48,0,1,13,,,,,,,,,,,,,62,48,0,1
37,Bond,2011,12864,Bond County Humane Society,Greenville,62246,Animal Shelter,,,,,,,,,,,,45,85,67,1,7,27,,,,,,,85,67,1,7
38,Bond,2012,4351,Bond County/City of Greenville,Greenville,62246,Animal Control,,,,,,0,148,9,46,93,0,40,0,2,38,0,0,0,0,0,0,0,0,148,11,84,93
39,Bond,2013,4351,Bond County/City of Greenville,Greenville,62246,Animal Control,0,0,0,0,0,1,62,0,20,28,0,0,15,0,0,15,0,0,0,0,0,0,0,77,0,20,43
40,Bond,2010,4351,Bond County/City of Greenville,Greenville,62246,Animal Control,,,,,,,189,,66,108,,,40,,1,39,,,0,0,0,0,,229,0,67,147
41,Bond,2011,4351,Bond County/City of Greenville,Greenville,62246,Animal Control,,,,,,5,159,14,70,71,4,0,,,,,,0,,,,,,159,14,70,71
42,Bond,2013,12864,Bond County Humane Society,Greenville,62246,Animal Shelter,,,,,,,,,,,,45,69,85,0,0,29,,,,,,,69,85,0,0
43,Bond,2013,14187,Bond County Humane Society,Greenville,62246,Animal Shelter,,,,,,8,44,52,0,0,0,,,,,,,,,,,,,44,52,0,0
44,Bond,2014,4351,Bond County/City of Greenville,Greenville,62246,Animal Control,0,0,0,0,0,4,85,36,23,23,3,0,12,10,0,1,1,0,1,2,,1,0,98,48,23,25
45,Bond,2014,12864,Bond County Humane Society,Greenville,62246,Animal Shelter,,,,,,,,,,,,30,80,74,1,2,33,,,,,,,80,74,1,2
46,Bond,2014,14187,Bond County Humane Society,Greenville,62246,Animal Shelter,,,,,,9,55,44,0,1,19,,,,,,,,,,,,,55,44,0,1
47,Bond,2014,14187,Bond County Humane Society,Greenville,62246-2626,Animal Shelter,,,,,,9,55,44,0,1,19,,,,,,,,,,,,,55,44,0,1
48,Bond,2014,12864,Bond County Humane Society,Greenville,62246-2617,Animal Shelter,,,,,,,,,,,,30,80,74,1,2,33,,,,,,,80,74,1,2
49,Bond,2014,4351,Bond County Animal Control,Greenville,62246,Animal Control Facility,0,0,0,0,0,4,85,36,23,23,3,0,12,10,0,1,1,0,1,0,,1,0,98,46,23,25
50,Bond,2013,12864,Bond County Humane Society,Greenville,62246,Animal Shelter,,,,,,,,,,,,45,69,85,0,0,29,,,,,,,69,85,0,0
51,Bond,2013,14187,Bond County Humane Society,Greenville,62246,Animal Shelter,,,,,,8,44,52,0,0,0,,,,,,,,,,,,,44,52,0,0
52,Boone,2010,13500,Bertell Farms,Belvidere,61008,Animal Shelter,,,,,,,,,,1,,,2,,,,,,5,5,,,,7,5,0,1
53,Boone,2010,3508,Boone County Animal Control,Belvidere,61008,Animal Control,,,,,,,416,40,286,90,,,39,0,0,39,,,12,2,0,10,,467,42,286,139
54,Boone,2011,3508,Boone County Animal Control,Belvidere,61008,Animal Control,,,,,,,403,101,199,103,0,,37,1,0,36,0,,18,2,,16,0,458,104,199,155
55,Boone,2012,3508,Boone County Animal Services,Belvidere,61008,Animal Control,,,,,,,368,77,199,92,0,0,85,39,0,46,0,0,0,0,0,0,0,453,116,199,138
56,Boone,2013,3508,Boone County Animal Services,Belvidere,61008,Animal Control,,,,,,,363,83,172,108,0,0,167,118,1,48,0,0,10,9,0,1,0,540,210,173,157
57,Boone,2012,12181,Fresh Start Animal Rescue Inc.,Belvidere,61008,Animal Shelter,,,,,,25,360,337,0,8,40,16,175,147,1,1,26,0,16,15,0,0,1,551,499,1,9
58,Boone,2010,12181,Fresh Start Animal Rescue Inc.,Belvidere,61008,Animal Shelter,,,,,,,476,422,0,2,,,133,129,0,3,,,0,0,0,0,,609,551,0,5
59,Boone,2011,12181,Fresh Start Animal Rescue Inc.,Belvidere,61008,Animal Shelter,,,,,,52,343,362,0,8,25,20,92,95,0,1,16,0,0,0,0,0,0,435,457,0,9
60,Boone,2012,7126,Roscoe Animal Retreat,Roscoe,61073,Animal Shelter,,,,,,25,12,10,2,0,15,250,25,24,1,0,250,0,0,0,0,0,0,37,34,3,0
61,Boone,2010,7126,Roscoe Animal Retreat,Roscoe,61073,Animal Shelter,,,,,,,0,1,0,0,,,0,0,0,0,,,0,0,0,0,,0,1,0,0
62,Boone,2011,7126,Roscoe Animal Retreat,Roscoe,61073,Animal Shelter,,,,,,25,50,50,0,0,25,250,200,200,1,0,250,0,0,0,0,0,,250,250,1,0
63,Boone,2013,3508,Boone County Animal Services,Belvidere,61008,Animal Control,,,,,,,363,83,172,108,0,0,167,118,1,48,0,0,10,9,0,1,0,540,210,173,157
64,Boone,2014,,Another Chance Animal Sanctuary,Capron,61012,Horse Rescue,,,,,,0,,,,,0,8,12,0,0,0,20,10,33,0,0,0,43,45,0,0,0
65,Boone,2014,12181,"Fresh Start Animal Rescue, Inc.",Belvidere,61008-4001,Animal Shelter,95,299,116,155,0,26,425,394,0,38,19,49,268,271,0,14,32,0,1,1,0,0,0,694,666,0,52
66,Boone,2014,7126,Roscoe Animal Retreat,Roscoe,61073,Animal Shelter,,,,,,8,12,12,0,0,8,225,25,26,2,0,224,,,,,,,37,38,2,0
67,Boone,2014,3508,Boone County Animal Services,Belvidere,61008-4854,Animal Control Facility,,,,,,3,312,76,164,72,3,0,91,40,0,51,0,0,6,1,0,5,0,409,117,164,128
68,Boone,2013,14336,Another Chance Animal Sanctuary,Capron,61012,Animal Shelter,1,0,6,6,0,0,1,1,0,0,0,0,20,12,0,0,8,0,10,0,0,0,10,31,13,0,0
69,Boone,2013,12181,"Fresh Start Animal Rescue, Inc.",Belvidere,61008,Animal Shelter,102,310,66,97,0,24,417,412,0,3,26,18,198,163,0,4,49,0,1,1,0,0,0,616,576,0,7
70,Boone,2013,7126,Roscoe Animal Retreat,Roscoe,61073,Animal Shelter,,,,,,12,6,2,4,0,6,200,11,10,1,0,200,,,,,0,,17,12,5,0
71,Brown,2013,6181,Brown County Animal Control,Mt. Sterling,62353,Animal Control,,,,,,,3,2,,,1,,,,,,,,,,,,,3,2,0,0
72,Brown,2010,6181,Brown County Animal Control,Mt. Sterling,62353,Animal Control,,,,,,,3,1,,2,,0,,,,,,0,,,,,,3,1,0,2
73,Brown,2011,6181,Brown County Animal Control,Mt. Sterling,62353,Animal Control,,,,,,,3,2,,1,0,0,,,,,0,,,,,,,3,2,0,1
74,Brown,2012,8899,City of Mt. Sterling,Mt. Sterling,62353,Animal Control,0,0,0,0,0,0,27,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,27,0
75,Brown,2010,8899,City of Mt. Sterling,Mt. Sterling,62353,Kennel Operator,,,,,,,14,,14,,,,,,,,,,,,,, ,14,0,14,0
76,Brown,2011,8899,City of Mt. Sterling,Mt. Sterling,62353,Animal Control,0,0,0,0,0,0,27,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,27,0
77,Brown,2012,10161,Village of Versailles,Versailles,62378,Animal Control,,,,,,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
78,Brown,2010,10161,Village of Versailles,Versailles,62378,Animal Control,,,,,,,1,0,0,0,,,0,0,0,0,,,0,0,0,0,0,1,0,0,0
79,Brown,2011,10161,Village of Versailles,Versailles,62378,Animal Control,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
80,Brown,2013,6181,Brown County Animal Control,Mt. Sterling,62353,Animal Control,,,,,,,3,2,,,1,,,,,,,,,,,,,3,2,0,0
81,Brown,2013,8899,City of Mt. Sterling,Mt. Sterling,62353,Animal Control,0,0,0,0,0,0,12,,12,,0,,,,,,,,,,,,,12,0,12,0
82,Brown,2013,10161,Village of Versailles,Versailles,62378,,1,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0
83,Brown,2014,6181,Brown County Animal Control,Mt. Sterling,62353-0228,Animal Control Facility,0,0,0,0,0,,1,,,1,,,,,,,,,,,,,,1,0,0,1
84,Brown,2014,8899,City of Mt. Sterling,Mt. Sterling,62353,Animal Control Facility,,,,,,0,50,3,47,0,0,,,,,,,,,,,,,50,3,47,0
85,Brown,2014,10161,Village of Versailles,Versailles,62378-0327,,,,,,,0,12,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,7,0
86,Bureau,2011,14172,2nd Hand Ranch & Rescue,Princeton,61356,Animal Shelter,,,,,,,3,3,,,,,,,,,,,,,,,,3,3,0,0
87,Bureau,2013,14172,2nd Hand Ranch & Rescue,Princeton,61356,Animal Shelter,,,,,,0,4,4,0,0,0,0,,,,,,0,11,9,1,1,2,15,13,1,1
88,Bureau,2012,14250,Bishop Small Dog Rescue,Wyanet,61379,Animal Shelter,,,,,,0,75,70,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,75,70,0,0
89,Bureau,2012,9990,Bureau County Animal Control,Princeton,61356,Animal Control,,,,,,0,74,34,31,9,0,,,,,,,,,,,,,74,34,31,9
90,Bureau,2010,9990,Bureau County Animal Control,Princeton,61356,Animal Control,,,,,,,105,53,30,22,,,,,,,,,,,,,,105,53,30,22
91,Bureau,2011,9990,Bureau County Animal Control,Princeton,61356,Animal Control,,,,,,0,89,37,28,24,0,,,,,,,,,,,,,89,37,28,24
92,Bureau,2012,8180,Friends Of Strays Inc.,Princeton,61356,Animal Shelter,80,21,107,83,,35,106,106,,1,29,402,199,190,,22,371,,,,,,,305,296,0,23
93,Bureau,2010,8180,Friends Of Strays Inc.,Princeton,61356,Animal Shelter,,,,,,,117,111,0,0,,,252,227,0,14,,,7,7,,,,376,345,0,14
94,Bureau,2011,8180,Friends Of Strays Inc.,Princeton,61356,Animal Shelter,78,24,186,61,0,28,108,102,,2,32,492,186,247,,14,417,,,,,,,294,349,0,16
95,Bureau,2013,9990,Bureau County Animal Control,Princeton,61356,Animal Control,,,,,,0,53,29,14,10,0,,,,,,,,,,,,,53,29,14,10
96,Bureau,2014,14250,"Bishop Small Dog Rescue, Inc. NFP",Wyanet,61379-0215,Animal Shelter,0,,,,,8,124,123,0,3,6,,,,,,,,,,,,,124,123,0,3
97,Bureau,2014,14556,Farmhouse Rescue,La Moille,6133-9220,Animal Shelter,2,0,0,0,0,3,3,2,0,0,1,,,,,,,,,,,,,3,2,0,0
98,Bureau,2014,8180,"Friends of Strays, Inc.",Princeton,61356-9046,Animal Shelter,60,18,135,82,,39,77,78,3,2,39,343,190,217,12,23,305,,,,,,,267,295,15,25
99,Bureau,2014,14172,2nd Hand Ranch and Rescue,Princeton,61356-8565,,,,,,,2,21,23,,,0,0,,,,,0,0,12,12,,,0,33,35,0,0
100,Bureau,2014,9990,Bureau County Animal Control,Princeton,61356-1400,Animal Control Facility,,,,,,0,55,22,32,1,0,,,,,,,,,,,,,55,22,32,1
101,Bureau,2013,14250,"Bishop Small Dog Rescue, Inc. NFP",Wyanet,61379,Animal Shelter,,,,,,8,157,143,0,2,4,,,,,,,,,,,,,157,143,0,2
102,Bureau,2013,14556,Farmhouse Rescue,Lamoille,61330,Animal Shelter,0,0,0,0,0,0,1,0,0,0,1,,,,,,,,,,,,,1,0,0,0
103,Bureau,2013,8180,"Friends of Strays, Inc.",Princeton,61356,Animal Shelter,51,16,123,59,,29,79,67,,2,39,371,180,182,,26,343,,,,,,,259,249,0,28
104,Bureau,2013,14172,2nd Hand Ranch & Rescue,Princeton,61356,Animal Shelter,,,,,,0,20,18,,,2,0,,,,,0,0,47,38,,,9,67,56,0,0
105,Calhoun,2012,14049,Andrea's Adoptive Puppies,Hardin,62047,,,,,,,,100,100,,,,,,,,,,,,,,,,100,100,0,0
106,Calhoun,2011,14049,Andrea's Adoptive Puppies,Hardin,62047,Animal Shelter,,150,,,,,100,100,1,3,0,,,,,,,,,,,,,100,100,1,3
107,Calhoun,2010,14049,Andrea's Adoptive Puppies,Hardin,62047,Animal Shelter,,,,,,,150,150,0,0,,0,0,0,0,0,,,0,0,0,0,,150,150,0,0
108,Calhoun,2010,5162,Village of Hardin Animal Control,Hardin,62047,Animal Control,,,,,,,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0
109,Calhoun,2011,5162,Village of Hardin Animal Control,Hardin,62047,Animal Control,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,Calhoun,2014,14049,Andrea's Adoptive Puppies,Hardin,62047-0005,Animal Shelter,,,,,,,15,15,0,0,0,,,,,,,,,,,,,15,15,0,0
111,Calhoun,2013,14049,Andrea's Adoptive Puppies,Hardin,62047,Animal Shelter,10,100,,,,,100,99,0,1,0,,,,,,,,,,,,,100,99,0,1
112,Carroll,2012,15,Carroll County Animal Pound,Mt. Carroll,61053,Animal Control,,,,,,1,82,39,28,11,5,,,,,,,,,,,,,82,39,28,11
113,Carroll,2010,15,Carroll County Animal Pound,Mt. Carroll,61053,Animal Control,0,0,0,0,0,,111,61,41,3,,,0,0,0,0,,,0,0,0,0,,111,61,41,3
114,Carroll,2011,15,Carroll County Animal Pound,Mt. Carroll,61053,Animal Control,0,0,0,0,0,6,99,43,45,16,1,0,0,0,0,0,0,0,0,0,0,0,0,99,43,45,16
115,Carroll,2012,11883,Heartland Pet Welfare Inc.,Savanna,61074,Animal Shelter,,,,,,0,0,0,0,0,0,63,112,121,0,1,53,0,0,0,0,0,0,112,121,0,1
116,Carroll,2010,11883,Heartland Pet Welfare Inc.,Savanna,61074,Animal Shelter,,,,,,,,,,,,,120,105,1,5,,,,,,,,120,105,1,5
117,Carroll,2011,11883,Heartland Pet Welfare Inc.,Savanna,61074,Animal Shelter,,,,,,,,,,,,74,139,121,0,5,87,,,,,,,139,121,0,5
118,Carroll,2013,15,Carroll County Animal Pound,Mt. Carroll,61053,Animal Control,,,,,,6,91,41,42,8,6,0,0,0,0,0,0,0,0,0,0,0,0,91,41,42,8
119,Carroll,2014,11883,"Heartland Pet Welfare, Inc.",Savanna,61074-2909,Animal Shelter,,,,,,,,,,,,55,154,146,0,2,61,,,,,,,154,146,0,2
120,Carroll,2014,15,Carroll County Animal Pound,Mount Carroll,61053-9052,,0,0,0,0,0,6,63,32,33,2,2,,,,,,,,,,,,,63,32,33,2
121,Carroll,2013,11883,"Heartland Pet Welfare, Inc.",Savanna,61074,Animal Shelter,,,,,,,,,,,,53,123,107,0,2,67,,,,,,,123,107,0,2
122,Cass,2012,3598,Cass County Animal Control,Virginia,62691,Animal Control,,,,,,,187,81,43,59,0,0,0,0,0,0,0,0,0,0,0,0,,187,81,43,59
123,Cass,2010,3598,Cass County Animal Control,Virginia,62691,Animal Control,0,0,0,0,0,0,,226,128,61,36,,,0,0,0,,,0,0,0,0,,0,226,128,61
124,Cass,2011,3598,Cass County Animal Control,Virginia,62691,Animal Control,,,,,,0,187,81,43,59,0,,,,,,,,,,,,,187,81,43,59
125,Cass,2010,11774,Pound Dog Rescue,Virginia,62691,Animal Shelter,1,,,,,,,1,,,,,,,,,,,,,,,,0,1,0,0
126,Cass,2012,14196,Village of Ashland,Ashland,62612,Animal Control,0,0,0,0,0,0,6,,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0
127,Cass,2011,14196,Village of Ashland,Ashland,62612,Animal Control,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,Cass,2013,3598,Cass County Animal Control,Virginia,62691,Animal Control,,,,,,0,205,104,60,41,0,0,0,0,0,0,0,0,0,0,0,0,0,205,104,60,41
129,Cass,2013,14196,Village of Ashland,Ashland,62612,Animal Control,0,0,0,0,0,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,0
130,Cass,2014,14196,Village of Ashland,Ashland,62612-7507,Animal Control Facility,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
131,Champaign,2012,11702,Catsnap,Savoy,61874,Animal Shelter,,,,,,0,7,7,0,0,0,47,173,161,1,9,49,0,0,0,0,0,0,180,168,1,9
132,Champaign,2010,11702,Catsnap,Champaign,61820,Animal Shelter,,,,,,,17,14,1,0,,315,264,3,7,,,0,0,0,0,0,,281,17,8,0
133,Champaign,2011,11702,Catsnap,Champaign,61820,Animal Shelter,,,,,,2,34,35,0,0,1,42,215,194,2,8,53,0,5,2,0,0,3,254,231,2,8
134,Champaign,2010,12439,Cattails Feline Rescue,Urbana,61802,Animal Shelter,0,0,60,153,0,,0,0,0,0,,,213,218,0,0,,,0,0,0,0,,213,218,0,0
135,Champaign,2012,11647,Champaign County Animal Services,Urbana,61820,Animal Control,,,,,,,910,203,360,338,,,641,347,42,238,,,25,21,2,2,,1576,571,404,578
136,Champaign,2010,11647,Champaign County Animal Services,Urbana,61820,Animal Control,,,,,,,1172,200,507,465,,,884,421,49,414,,,17,10,1,6,,2073,631,557,885
137,Champaign,2011,11647,Champaign County Animal Services,Urbana,61820,Animal Control,,,,,,0,1115,217,433,465,0,0,783,372,38,373,0,0,27,18,1,8,0,1925,607,472,846
138,Champaign,2012,19,Champaign County Humane Society,Urbana,61802,Animal Shelter,413,145,385,259,146,35,829,558,32,195,22,104,870,644,20,182,84,23,170,145,2,11,18,1869,1347,54,388
139,Champaign,2010,19,Champaign County Humane Society,Urbana,61802,Animal Shelter,,,,,,,925,628,16,273,,,957,670,14,273,,,151,130,0,10,,2033,1428,30,556
140,Champaign,2011,19,Champaign County Humane Society,Urbana,61802,Animal Shelter,453,171,357,370,160,36,967,624,23,243,35,82,1001,727,23,194,104,17,194,160,2,21,23,2162,1511,48,458
141,Champaign,2012,12837,Feathered Friends Rescue & Rehab,Champaign,61822,,,,,,,,,,,,,,,,,,,0,34,20,,,14,34,20,0,0
142,Champaign,2010,12837,Feathered Friends Rescue & Rehab,Champaign,61822,Animal Shelter,0,0,0,0,0,,,,,,,,,,,,,,70,68,,,,70,68,0,0
143,Champaign,2011,12837,Feathered Friends Rescue & Rehab,Champaign,61822,Animal Shelter,,,,,,,,,,,,,,,,,,0,60,60,,,0,60,60,0,0
144,Champaign,2010,11028,Keeshond Rescue of Central States,Urbana,61802,Animal Shelter,,,,,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,0,0,0,0
145,Champaign,2012,10984,Prairieland Anti-Cruelty Program,Champaign,61822,Animal Shelter,,,,,,2,2,4,0,0,0,76,186,175,0,22,65,0,3,3,0,0,0,191,182,0,22
146,Champaign,2010,10984,Prairieland Anti-Cruelty Program,Champaign,61822,Animal Shelter,,,,,,,9,7,,7,,,304,122,,90,,,,,,,,313,129,0,97
147,Champaign,2011,10984,Prairieland Anti-Cruelty Program,Champaign,61822,Animal Shelter,,,,,,2,31,13,0,18,2,92,170,126,0,58,76,,,,,,,201,139,0,76
148,Champaign,2012,22,Rantoul Dog Pound,Rantoul,61866,Animal Control,,,,,,7,7,0,0,0,7,1,1,0,0,0,1,,,,,,,8,0,0,0
149,Champaign,2010,22,Rantoul Dog Pound,Rantoul,61866,Animal Control,0,0,0,0,0,,10,0,0,0,,,3,0,0,0,,,0,0,0,0,,13,0,0,0
150,Champaign,2011,22,Rantoul Dog Pound,Rantoul,61866,Animal Control,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
151,Champaign,2012,11459,Wing of Wonder Avian Rescue,Mahomet,61853,Animal Shelter,,,,,,,,,,,,,,,,,,20,40,20,2,1,42,40,20,2,1
152,Champaign,2010,11459,Wing of Wonder Avian Rescue,Mahomet,61853,Animal Shelter,,,,,0,,,,,,,,,,,,,,64,32,0,2,,64,32,0,2
153,Champaign,2011,11459,Wing of Wonder Avian Rescue,Mahomet,61853,Animal Shelter,,,,,30,,,,,,,,,,,,,28,47,30,0,0,45,47,30,0,0
154,Champaign,2013,22,Rantoul Dog Pound,Rantoul,61866,Animal Control,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
155,Champaign,2013,11647,Champaign County Animal Services,Urbana,61820,Animal Control,,,,,,,923,215,369,339,,,753,419,34,300,,,40,29,2,9,,1716,663,405,648
156,Champaign,2014,11702,Catsnap,Rantoul,61866-2916,Animal Shelter,,,,,,0,1,1,0,0,0,5,42,39,0,0,8,,,,,,,43,40,0,0
157,Champaign,2014,14473,Central IL German Shepherd Dog Rescue,Champaign,61821-2987,,12,8,0,0,0,6,23,20,0,0,9,,,,,,,,,,,,,23,20,0,0
158,Champaign,2014,19,Champaign County Humane Society,Urbana,61802-2857,Animal Shelter,,,,,,41,883,637,46,167,30,129,1120,910,21,145,134,29,227,211,0,10,26,2230,1758,67,322
159,Champaign,2014,10984,Prairieland Anti-Cruelty Program,Champaign,61822-9538,Kennel Operator & Animal Shelter,,,,,,0,5,5,0,0,0,54,142,116,0,28,52,,,,,,,147,121,0,28
160,Champaign,2014,11459,Wings of Wonder Avian Rescue,Mahomet,61853,Animal Shelter,,,,,20,,,,,,,,,,,,,45,10,20,3,0,38,10,20,3,0
161,Champaign,2014,11647,Champaign County Animal Services,Urbana,61802-2889,Animal Control Facility,,,,,,,810,214,336,260,,,639,364,45,230,,,29,23,3,3,,1478,601,384,493
162,Champaign,2014,22,Rantoul Dog Pound,Rantoul,61866-2700,,,,,,,,62,,,0,62,,42,,,0,42,,,,,,42,104,0,0,0
163,Champaign,2013,14473,Central IL German Shepherd Dog Rescue,Champaign,61821,,,,,,,6,39,35,0,3,7,,,,,,,,,,,,,39,35,0,3
